"","ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol"
"871","Wine871",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
"872","Wine872",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6
"873","Wine873",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10
"874","Wine874",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
"875","Wine875",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8
"876","Wine876",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8
"877","Wine877",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9
"878","Wine878",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
"879","Wine879",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
"880","Wine880",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
"881","Wine881",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9
"882","Wine882",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4
"883","Wine883",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12
"884","Wine884",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
"885","Wine885",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
"886","Wine886",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5
"887","Wine887",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4
"888","Wine888",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1
"889","Wine889",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2
"890","Wine890",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3
"891","Wine891",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1
"892","Wine892",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
"893","Wine893",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3
"894","Wine894",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
"895","Wine895",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8
"896","Wine896",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
"897","Wine897",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
"898","Wine898",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
"899","Wine899",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
"900","Wine900",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11
"901","Wine901",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8
"902","Wine902",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"903","Wine903",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"904","Wine904",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
"905","Wine905",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
"906","Wine906",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5
"907","Wine907",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11
"908","Wine908",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5
"909","Wine909",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8
"910","Wine910",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5
"911","Wine911",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2
"912","Wine912",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9
"913","Wine913",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2
"914","Wine914",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2
"915","Wine915",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5
"916","Wine916",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9
"917","Wine917",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11
"918","Wine918",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
"919","Wine919",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11
"920","Wine920",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8
"921","Wine921",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5
"922","Wine922",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11
"923","Wine923",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8
"924","Wine924",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
"925","Wine925",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2
"926","Wine926",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11
"927","Wine927",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2
"928","Wine928",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2
"929","Wine929",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2
"930","Wine930",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12
"931","Wine931",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5
"932","Wine932",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8
"933","Wine933",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5
"934","Wine934",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8
"935","Wine935",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5
"936","Wine936",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8
"937","Wine937",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8
"938","Wine938",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4
"939","Wine939",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9
"940","Wine940",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4
"941","Wine941",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4
"942","Wine942",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5
"943","Wine943",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10
"944","Wine944",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7
"945","Wine945",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1
"946","Wine946",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1
"947","Wine947",10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12
"948","Wine948",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4
"949","Wine949",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9
"950","Wine950",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9
"951","Wine951",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9
"952","Wine952",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4
"953","Wine953",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2
"954","Wine954",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1
"955","Wine955",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2
"956","Wine956",8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4
"957","Wine957",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3
"958","Wine958",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1
"959","Wine959",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3
"960","Wine960",8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10
"961","Wine961",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
"962","Wine962",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3
"963","Wine963",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5
"964","Wine964",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2
"965","Wine965",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
"966","Wine966",8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11
"967","Wine967",9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9
"968","Wine968",8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2
"969","Wine969",9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2
"970","Wine970",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2
"971","Wine971",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9
"972","Wine972",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9
"973","Wine973",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6
"974","Wine974",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7
"975","Wine975",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1
"976","Wine976",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4
"977","Wine977",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4
"978","Wine978",8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1
"979","Wine979",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3
"980","Wine980",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4
"981","Wine981",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5
"982","Wine982",9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10
"983","Wine983",7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9
"984","Wine984",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5
"985","Wine985",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4
"986","Wine986",7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3
"987","Wine987",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4
"988","Wine988",7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4
"989","Wine989",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4
"990","Wine990",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9
"991","Wine991",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4
"992","Wine992",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4
"993","Wine993",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4
"994","Wine994",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4
"995","Wine995",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4
"996","Wine996",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1
"997","Wine997",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8
"998","Wine998",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8
"999","Wine999",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1
"1000","Wine1000",6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9
"1001","Wine1001",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5
"1002","Wine1002",9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6
"1003","Wine1003",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
"1004","Wine1004",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8
"1005","Wine1005",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3
"1006","Wine1006",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8
"1007","Wine1007",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
"1008","Wine1008",9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7
"1009","Wine1009",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12
"1010","Wine1010",9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9
"1011","Wine1011",8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3
"1012","Wine1012",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4
"1013","Wine1013",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10
"1014","Wine1014",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10
"1015","Wine1015",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2
"1016","Wine1016",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4
"1017","Wine1017",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6
"1018","Wine1018",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7
"1019","Wine1019",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7
"1020","Wine1020",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4
"1021","Wine1021",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9
"1022","Wine1022",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9
"1023","Wine1023",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5
"1024","Wine1024",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3
"1025","Wine1025",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5
"1026","Wine1026",8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4
"1027","Wine1027",7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6
"1028","Wine1028",6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6
"1029","Wine1029",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1
"1030","Wine1030",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5
"1031","Wine1031",7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5
"1032","Wine1032",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11
"1033","Wine1033",8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6
"1034","Wine1034",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4
"1035","Wine1035",8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7
"1036","Wine1036",10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6
"1037","Wine1037",7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5
"1038","Wine1038",7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2
"1039","Wine1039",8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6
"1040","Wine1040",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1
"1041","Wine1041",7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2
"1042","Wine1042",6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8
"1043","Wine1043",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1
"1044","Wine1044",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9
"1045","Wine1045",6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2
"1046","Wine1046",6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4
"1047","Wine1047",7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7
"1048","Wine1048",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
"1049","Wine1049",9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9
"1050","Wine1050",9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8
"1051","Wine1051",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
"1052","Wine1052",8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2
"1053","Wine1053",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9
"1054","Wine1054",8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7
"1055","Wine1055",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1
"1056","Wine1056",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1
"1057","Wine1057",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1
"1058","Wine1058",7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1
"1059","Wine1059",9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6
"1060","Wine1060",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1
"1061","Wine1061",11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9
"1062","Wine1062",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5
"1063","Wine1063",8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4
"1064","Wine1064",10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8
"1065","Wine1065",8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8
"1066","Wine1066",7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2
"1067","Wine1067",6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5
"1068","Wine1068",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9
"1069","Wine1069",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9
"1070","Wine1070",8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8
"1071","Wine1071",9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1
"1072","Wine1072",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2
"1073","Wine1073",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5
"1074","Wine1074",8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7
"1075","Wine1075",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2
"1076","Wine1076",9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2
"1077","Wine1077",9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4
"1078","Wine1078",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11
"1079","Wine1079",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11
"1080","Wine1080",7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3
"1081","Wine1081",10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8
"1082","Wine1082",7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3
"1083","Wine1083",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5
"1084","Wine1084",8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12
"1085","Wine1085",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5
"1086","Wine1086",6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6
"1087","Wine1087",8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6
"1088","Wine1088",7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2
"1089","Wine1089",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9
"1090","Wine1090",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9
"1091","Wine1091",10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8
"1092","Wine1092",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4
"1093","Wine1093",7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5
"1094","Wine1094",9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12
"1095","Wine1095",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8
"1096","Wine1096",9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5
"1097","Wine1097",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8
"1098","Wine1098",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4
"1099","Wine1099",8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5
"1100","Wine1100",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4
"1101","Wine1101",8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4
"1102","Wine1102",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12
"1103","Wine1103",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2
"1104","Wine1104",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12
"1105","Wine1105",8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4
"1106","Wine1106",6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8
"1107","Wine1107",8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3
"1108","Wine1108",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7
"1109","Wine1109",8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5
"1110","Wine1110",10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8
"1111","Wine1111",8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10
"1113","Wine1113",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11
"1114","Wine1114",8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5
"1115","Wine1115",5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6
"1116","Wine1116",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1117","Wine1117",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1118","Wine1118",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1119","Wine1119",7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3
"1120","Wine1120",5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9
"1121","Wine1121",7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1
"1122","Wine1122",6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3
"1123","Wine1123",6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3
"1124","Wine1124",10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2
"1125","Wine1125",6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5
"1126","Wine1126",8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3
"1127","Wine1127",5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5
"1128","Wine1128",6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5
"1129","Wine1129",10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10
"1130","Wine1130",10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5
"1131","Wine1131",9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4
"1132","Wine1132",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5
"1133","Wine1133",7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6
"1134","Wine1134",7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2
"1135","Wine1135",8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8
"1136","Wine1136",8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9
"1137","Wine1137",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4
"1138","Wine1138",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4
"1139","Wine1139",7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1
"1140","Wine1140",8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5
"1141","Wine1141",7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5
"1142","Wine1142",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11
"1143","Wine1143",6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4
"1144","Wine1144",7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10
"1145","Wine1145",7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1
"1146","Wine1146",8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4
"1147","Wine1147",7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8
"1148","Wine1148",10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8
"1149","Wine1149",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6
"1150","Wine1150",10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12
"1151","Wine1151",8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8
"1152","Wine1152",6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5
"1153","Wine1153",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8
